cnty_name,hospital_type,care_type,care_type_year,count,census_year,census_count,popn_est_year,popn_est_count
Cumberland,stgh,psych_conslttn_lisn_svc,2021,2,2020,303069,2021,305231
Cumberland,stgh,psych_conslttn_lisn_svc,2021,2,2010,281674,2022,307451
Cumberland,stgh,psych_conslttn_lisn_svc,2021,2,2010,281674,2021,305231
Cumberland,stnglth,psych_conslt_svc,2021,1,2020,303069,2022,307451
Cumberland,stnglth,psych_conslt_svc,2021,1,2020,303069,2021,305231
Cumberland,stnglth,psych_conslt_svc,2021,1,2010,281674,2022,307451
Cumberland,stnglth,psych_conslt_svc,2021,1,2010,281674,2021,305231
Cumberland,stgh,psych_ped_care_svc,2021,1,2020,303069,2022,307451
Cumberland,stgh,psych_ped_care_svc,2021,1,2020,303069,2021,305231
Cumberland,stgh,psych_ped_care_svc,2021,1,2010,281674,2022,307451
Cumberland,stgh,psych_ped_care_svc,2021,1,2010,281674,2021,305231
Cumberland,stgh,psych_gertrc_svc,2021,2,2020,303069,2022,307451
Cumberland,stgh,psych_gertrc_svc,2021,2,2020,303069,2021,305231
Cumberland,stgh,psych_gertrc_svc,2021,2,2010,281674,2022,307451
Cumberland,stgh,psych_gertrc_svc,2021,2,2010,281674,2021,305231
Cumberland,stgh,psych_eductnl_svc,2021,2,2020,303069,2022,307451
Cumberland,stgh,psych_eductnl_svc,2021,2,2020,303069,2021,305231
Cumberland,stgh,psych_eductnl_svc,2021,2,2010,281674,2022,307451
Cumberland,stgh,psych_eductnl_svc,2021,2,2010,281674,2021,305231
Cumberland,stgh,psych_outpt_svc,2021,2,2020,303069,2022,307451
Cumberland,stgh,psych_outpt_svc,2021,2,2020,303069,2021,305231
Cumberland,stgh,psych_outpt_svc,2021,2,2010,281674,2022,307451
Cumberland,stgh,psych_outpt_svc,2021,2,2010,281674,2021,305231
Cumberland,stgh,psych_intensv_outpt_svc,2021,2,2020,303069,2022,307451
Cumberland,stgh,psych_intensv_outpt_svc,2021,2,2020,303069,2021,305231
Cumberland,stgh,psych_intensv_outpt_svc,2021,2,2010,281674,2022,307451
Cumberland,stgh,psych_intensv_outpt_svc,2021,2,2010,281674,2021,305231
Cumberland,sth,socl_comn_psych_svc,2021,0,2020,303069,2022,307451
Cumberland,sth,socl_comn_psych_svc,2021,0,2020,303069,2021,305231
Cumberland,sth,socl_comn_psych_svc,2021,0,2010,281674,2022,307451
Cumberland,sth,socl_comn_psych_svc,2021,0,2010,281674,2021,305231
Cumberland,sth,natal_postprtm_psych_svc,2021,0,2020,303069,2022,307451
Cumberland,sth,natal_postprtm_psych_svc,2021,0,2020,303069,2021,305231
Cumberland,sth,natal_postprtm_psych_svc,2021,0,2010,281674,2022,307451
Cumberland,sth,natal_postprtm_psych_svc,2021,0,2010,281674,2021,305231
Cumberland,stgh,psych_php_adult,2021,2,2020,303069,2022,307451
Cumberland,stgh,psych_php_adult,2021,2,2020,303069,2021,305231
Cumberland,stgh,psych_php_adult,2021,2,2010,281674,2022,307451
Cumberland,stgh,psych_php_adult,2021,2,2010,281674,2021,305231
Cumberland,stgh,psych_php_ped,2021,0,2020,303069,2022,307451
Cumberland,stgh,psych_php_ped,2021,0,2020,303069,2021,305231
Cumberland,stgh,psych_php_ped,2021,0,2010,281674,2022,307451
Cumberland,stgh,psych_php_ped,2021,0,2010,281674,2021,305231
Cumberland,stgh,psych_rsdntl_tx_adult,2021,0,2020,303069,2022,307451
Cumberland,stgh,psych_rsdntl_tx_adult,2021,0,2020,303069,2021,305231
Cumberland,stgh,psych_rsdntl_tx_adult,2021,0,2010,281674,2022,307451
Cumberland,stgh,psych_rsdntl_tx_adult,2021,0,2010,281674,2021,305231
Cumberland,stgh,psych_rsdntl_tx_ped,2021,0,2020,303069,2022,307451
Cumberland,stgh,psych_rsdntl_tx_ped,2021,0,2020,303069,2021,305231
Cumberland,stgh,psych_rsdntl_tx_ped,2021,0,2010,281674,2022,307451
Cumberland,stgh,psych_rsdntl_tx_ped,2021,0,2010,281674,2021,305231
Cumberland,stgh,rural_hlth_clincs,2021,0,2020,303069,2022,307451
Cumberland,stgh,rural_hlth_clincs,2021,0,2020,303069,2021,305231
Cumberland,stgh,rural_hlth_clincs,2021,0,2010,281674,2022,307451
Cumberland,stgh,rural_hlth_clincs,2021,0,2010,281674,2021,305231
Cumberland,stgh,psych_care,2021,2,2020,303069,2022,307451
Cumberland,stgh,psych_care,2021,2,2020,303069,2021,305231
Cumberland,stgh,psych_care,2021,2,2010,281674,2022,307451
Cumberland,stgh,psych_care,2021,2,2010,281674,2021,305231
Cumberland,stgh,substnc_use_inpat_care,2021,0,2020,303069,2022,307451
Cumberland,stgh,substnc_use_inpat_care,2021,0,2020,303069,2021,305231
Cumberland,stgh,substnc_use_inpat_care,2021,0,2010,281674,2022,307451
Cumberland,stgh,substnc_use_inpat_care,2021,0,2010,281674,2021,305231
Cumberland,stgh,substnc_use_ped_svc,2021,1,2020,303069,2022,307451
Cumberland,stgh,substnc_use_ped_svc,2021,1,2020,303069,2021,305231
Cumberland,stgh,substnc_use_ped_svc,2021,1,2010,281674,2022,307451
Cumberland,stgh,substnc_use_ped_svc,2021,1,2010,281674,2021,305231
Cumberland,stgh,substnc_use_outpt_svc,2021,4,2020,303069,2022,307451
Cumberland,stgh,substnc_use_outpt_svc,2021,4,2020,303069,2021,305231
Cumberland,stgh,substnc_use_outpt_svc,2021,4,2010,281674,2022,307451
Cumberland,stgh,substnc_use_outpt_svc,2021,4,2010,281674,2021,305231
Cumberland,stgh,substnc_use_php,2021,1,2020,303069,2022,307451
Cumberland,stgh,substnc_use_php,2021,1,2020,303069,2021,305231
Cumberland,stgh,substnc_use_php,2021,1,2010,281674,2022,307451
Cumberland,stgh,substnc_use_php,2021,1,2010,281674,2021,305231
Cumberland,sth,med_assistd_opid_tx,2021,4,2020,303069,2022,307451
Cumberland,sth,med_assistd_opid_tx,2021,4,2020,303069,2021,305231
Cumberland,sth,med_assistd_opid_tx,2021,4,2010,281674,2022,307451
Cumberland,sth,med_assistd_opid_tx,2021,4,2010,281674,2021,305231
Cumberland,sth,med_assistd_oth_subst_tx,2021,2,2020,303069,2022,307451
Cumberland,sth,med_assistd_oth_subst_tx,2021,2,2020,303069,2021,305231
Cumberland,sth,med_assistd_oth_subst_tx,2021,2,2010,281674,2022,307451
Cumberland,sth,med_assistd_oth_subst_tx,2021,2,2010,281674,2021,305231
Franklin,stgh,gen_med_surg_care_adult,2021,0,2020,29456,2022,30474
Franklin,stgh,gen_med_surg_care_adult,2021,0,2020,29456,2021,29687
Franklin,stgh,gen_med_surg_care_adult,2021,0,2010,30768,2022,30474
Franklin,stgh,gen_med_surg_care_adult,2021,0,2010,30768,2021,29687
Franklin,stgh,gen_med_surg_care_ped,2021,0,2020,29456,2022,30474
Franklin,stgh,gen_med_surg_care_ped,2021,0,2020,29456,2021,29687
Franklin,stgh,gen_med_surg_care_ped,2021,0,2010,30768,2022,30474
Franklin,stgh,gen_med_surg_care_ped,2021,0,2010,30768,2021,29687
Franklin,stgh,obstetrc_care,2021,0,2020,29456,2022,30474
Franklin,stgh,obstetrc_care,2021,0,2020,29456,2021,29687
Franklin,stgh,obstetrc_care,2021,0,2010,30768,2022,30474
Franklin,stgh,obstetrc_care,2021,0,2010,30768,2021,29687
Franklin,stgh,neonat_icu,2021,0,2020,29456,2022,30474
Franklin,stgh,neonat_icu,2021,0,2020,29456,2021,29687
Franklin,stgh,neonat_icu,2021,0,2010,30768,2022,30474
Franklin,stgh,neonat_icu,2021,0,2010,30768,2021,29687
Franklin,stgh,amb_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,amb_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,amb_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,amb_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,air_amb_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,air_amb_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,air_amb_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,air_amb_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,birth_postprtm_rm,2021,0,2020,29456,2022,30474
Franklin,stgh,birth_postprtm_rm,2021,0,2020,29456,2021,29687
Franklin,stgh,birth_postprtm_rm,2021,0,2010,30768,2022,30474
Franklin,stgh,birth_postprtm_rm,2021,0,2010,30768,2021,29687
Franklin,stgh,case_mgmt,2021,0,2020,29456,2022,30474
Franklin,stgh,case_mgmt,2021,0,2020,29456,2021,29687
Franklin,stgh,case_mgmt,2021,0,2010,30768,2022,30474
Franklin,stgh,case_mgmt,2021,0,2010,30768,2021,29687
Franklin,stgh,chemthpy,2021,0,2020,29456,2022,30474
Franklin,stgh,chemthpy,2021,0,2020,29456,2021,29687
Franklin,stgh,chemthpy,2021,0,2010,30768,2022,30474
Franklin,stgh,chemthpy,2021,0,2010,30768,2021,29687
Franklin,stgh,criss_prevn,2021,0,2020,29456,2022,30474
Franklin,stgh,criss_prevn,2021,0,2020,29456,2021,29687
Franklin,stgh,criss_prevn,2021,0,2010,30768,2022,30474
Franklin,stgh,criss_prevn,2021,0,2010,30768,2021,29687
Franklin,stgh,ed,2021,0,2020,29456,2022,30474
Franklin,stgh,ed,2021,0,2020,29456,2021,29687
Franklin,stgh,ed,2021,0,2010,30768,2022,30474
Franklin,stgh,ed,2021,0,2010,30768,2021,29687
Franklin,stgh,off_camps_ed,2021,0,2020,29456,2022,30474
Franklin,stgh,off_camps_ed,2021,0,2020,29456,2021,29687
Franklin,stgh,off_camps_ed,2021,0,2010,30768,2022,30474
Franklin,stgh,off_camps_ed,2021,0,2010,30768,2021,29687
Franklin,stgh,ped_ed,2021,0,2020,29456,2022,30474
Franklin,stgh,ped_ed,2021,0,2020,29456,2021,29687
Franklin,stgh,ped_ed,2021,0,2010,30768,2022,30474
Franklin,stgh,ped_ed,2021,0,2010,30768,2021,29687
Franklin,stgh,cert_tram_ctr,2021,0,2020,29456,2022,30474
Franklin,stgh,cert_tram_ctr,2021,0,2020,29456,2021,29687
Franklin,stgh,cert_tram_ctr,2021,0,2010,30768,2022,30474
Franklin,stgh,cert_tram_ctr,2021,0,2010,30768,2021,29687
Franklin,stgh,comn_hlth_eductn,2021,0,2020,29456,2022,30474
Franklin,stgh,comn_hlth_eductn,2021,0,2020,29456,2021,29687
Franklin,stgh,comn_hlth_eductn,2021,0,2010,30768,2022,30474
Franklin,stgh,comn_hlth_eductn,2021,0,2010,30768,2021,29687
Franklin,stgh,oncolgy_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,oncolgy_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,oncolgy_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,oncolgy_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,prim_care_deprtmnt,2021,0,2020,29456,2022,30474
Franklin,stgh,prim_care_deprtmnt,2021,0,2020,29456,2021,29687
Franklin,stgh,prim_care_deprtmnt,2021,0,2010,30768,2022,30474
Franklin,stgh,prim_care_deprtmnt,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_conslttn_lisn_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_conslttn_lisn_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_conslttn_lisn_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_conslttn_lisn_svc,2021,0,2010,30768,2021,29687
Franklin,stnglth,psych_conslt_svc,2021,0,2020,29456,2022,30474
Franklin,stnglth,psych_conslt_svc,2021,0,2020,29456,2021,29687
Franklin,stnglth,psych_conslt_svc,2021,0,2010,30768,2022,30474
Franklin,stnglth,psych_conslt_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_ped_care_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_ped_care_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_ped_care_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_ped_care_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_gertrc_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_gertrc_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_gertrc_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_gertrc_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_eductnl_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_eductnl_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_eductnl_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_eductnl_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_outpt_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_outpt_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_outpt_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_outpt_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_intensv_outpt_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_intensv_outpt_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_intensv_outpt_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_intensv_outpt_svc,2021,0,2010,30768,2021,29687
Franklin,sth,socl_comn_psych_svc,2021,0,2020,29456,2022,30474
Franklin,sth,socl_comn_psych_svc,2021,0,2020,29456,2021,29687
Franklin,sth,socl_comn_psych_svc,2021,0,2010,30768,2022,30474
Franklin,sth,socl_comn_psych_svc,2021,0,2010,30768,2021,29687
Franklin,sth,natal_postprtm_psych_svc,2021,0,2020,29456,2022,30474
Franklin,sth,natal_postprtm_psych_svc,2021,0,2020,29456,2021,29687
Franklin,sth,natal_postprtm_psych_svc,2021,0,2010,30768,2022,30474
Franklin,sth,natal_postprtm_psych_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_php_adult,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_php_adult,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_php_adult,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_php_adult,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_php_ped,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_php_ped,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_php_ped,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_php_ped,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_rsdntl_tx_adult,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_rsdntl_tx_adult,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_rsdntl_tx_adult,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_rsdntl_tx_adult,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_rsdntl_tx_ped,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_rsdntl_tx_ped,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_rsdntl_tx_ped,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_rsdntl_tx_ped,2021,0,2010,30768,2021,29687
Franklin,stgh,rural_hlth_clincs,2021,0,2020,29456,2022,30474
Franklin,stgh,rural_hlth_clincs,2021,0,2020,29456,2021,29687
Franklin,stgh,rural_hlth_clincs,2021,0,2010,30768,2022,30474
Franklin,stgh,rural_hlth_clincs,2021,0,2010,30768,2021,29687
Franklin,stgh,psych_care,2021,0,2020,29456,2022,30474
Franklin,stgh,psych_care,2021,0,2020,29456,2021,29687
Franklin,stgh,psych_care,2021,0,2010,30768,2022,30474
Franklin,stgh,psych_care,2021,0,2010,30768,2021,29687
Franklin,stgh,substnc_use_inpat_care,2021,0,2020,29456,2022,30474
Franklin,stgh,substnc_use_inpat_care,2021,0,2020,29456,2021,29687
Franklin,stgh,substnc_use_inpat_care,2021,0,2010,30768,2022,30474
Franklin,stgh,substnc_use_inpat_care,2021,0,2010,30768,2021,29687
Franklin,stgh,substnc_use_ped_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,substnc_use_ped_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,substnc_use_ped_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,substnc_use_ped_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,substnc_use_outpt_svc,2021,0,2020,29456,2022,30474
Franklin,stgh,substnc_use_outpt_svc,2021,0,2020,29456,2021,29687
Franklin,stgh,substnc_use_outpt_svc,2021,0,2010,30768,2022,30474
Franklin,stgh,substnc_use_outpt_svc,2021,0,2010,30768,2021,29687
Franklin,stgh,substnc_use_php,2021,0,2020,29456,2022,30474
Franklin,stgh,substnc_use_php,2021,0,2020,29456,2021,29687
Franklin,stgh,substnc_use_php,2021,0,2010,30768,2022,30474
Franklin,stgh,substnc_use_php,2021,0,2010,30768,2021,29687
Franklin,sth,med_assistd_opid_tx,2021,0,2020,29456,2022,30474
Franklin,sth,med_assistd_opid_tx,2021,0,2020,29456,2021,29687
Franklin,sth,med_assistd_opid_tx,2021,0,2010,30768,2022,30474
Franklin,sth,med_assistd_opid_tx,2021,0,2010,30768,2021,29687
Franklin,sth,med_assistd_oth_subst_tx,2021,0,2020,29456,2022,30474
Franklin,sth,med_assistd_oth_subst_tx,2021,0,2020,29456,2021,29687
Franklin,sth,med_assistd_oth_subst_tx,2021,0,2010,30768,2022,30474
Franklin,sth,med_assistd_oth_subst_tx,2021,0,2010,30768,2021,29687
Hancock,stgh,gen_med_surg_care_adult,2021,3,2020,55478,2022,56701
Hancock,stgh,gen_med_surg_care_adult,2021,3,2020,55478,2021,56192
Hancock,stgh,gen_med_surg_care_adult,2021,3,2010,54418,2022,56701
Hancock,stgh,gen_med_surg_care_adult,2021,3,2010,54418,2021,56192
Hancock,stgh,gen_med_surg_care_ped,2021,0,2020,55478,2022,56701
Hancock,stgh,gen_med_surg_care_ped,2021,0,2020,55478,2021,56192
Hancock,stgh,gen_med_surg_care_ped,2021,0,2010,54418,2022,56701
Hancock,stgh,gen_med_surg_care_ped,2021,0,2010,54418,2021,56192
Hancock,stgh,obstetrc_care,2021,2,2020,55478,2022,56701
Hancock,stgh,obstetrc_care,2021,2,2020,55478,2021,56192
Hancock,stgh,obstetrc_care,2021,2,2010,54418,2022,56701
Hancock,stgh,obstetrc_care,2021,2,2010,54418,2021,56192
Hancock,stgh,neonat_icu,2021,0,2020,55478,2022,56701
Hancock,stgh,neonat_icu,2021,0,2020,55478,2021,56192
Hancock,stgh,neonat_icu,2021,0,2010,54418,2022,56701
Hancock,stgh,neonat_icu,2021,0,2010,54418,2021,56192
Hancock,stgh,amb_svc,2021,0,2020,55478,2022,56701
Hancock,stgh,amb_svc,2021,0,2020,55478,2021,56192
Hancock,stgh,amb_svc,2021,0,2010,54418,2022,56701
Hancock,stgh,amb_svc,2021,0,2010,54418,2021,56192
Hancock,stgh,air_amb_svc,2021,0,2020,55478,2022,56701
Hancock,stgh,air_amb_svc,2021,0,2020,55478,2021,56192
Hancock,stgh,air_amb_svc,2021,0,2010,54418,2022,56701
Hancock,stgh,air_amb_svc,2021,0,2010,54418,2021,56192
Hancock,stgh,birth_postprtm_rm,2021,2,2020,55478,2022,56701
Hancock,stgh,birth_postprtm_rm,2021,2,2020,55478,2021,56192
Hancock,stgh,birth_postprtm_rm,2021,2,2010,54418,2022,56701
Hancock,stgh,birth_postprtm_rm,2021,2,2010,54418,2021,56192
Hancock,stgh,case_mgmt,2021,3,2020,55478,2022,56701
Hancock,stgh,case_mgmt,2021,3,2020,55478,2021,56192
Hancock,stgh,case_mgmt,2021,3,2010,54418,2022,56701
Hancock,stgh,case_mgmt,2021,3,2010,54418,2021,56192
Hancock,stgh,chemthpy,2021,2,2020,55478,2022,56701
Hancock,stgh,chemthpy,2021,2,2020,55478,2021,56192
Hancock,stgh,chemthpy,2021,2,2010,54418,2022,56701
Hancock,stgh,chemthpy,2021,2,2010,54418,2021,56192
Hancock,stgh,criss_prevn,2021,2,2020,55478,2022,56701
Hancock,stgh,criss_prevn,2021,2,2020,55478,2021,56192
Hancock,stgh,criss_prevn,2021,2,2010,54418,2022,56701
Hancock,stgh,criss_prevn,2021,2,2010,54418,2021,56192
Hancock,stgh,ed,2021,3,2020,55478,2022,56701
Hancock,stgh,ed,2021,3,2020,55478,2021,56192
Hancock,stgh,ed,2021,3,2010,54418,2022,56701
Hancock,stgh,ed,2021,3,2010,54418,2021,56192
Hancock,stgh,off_camps_ed,2021,0,2020,55478,2022,56701
Hancock,stgh,off_camps_ed,2021,0,2020,55478,2021,56192
Hancock,stgh,off_camps_ed,2021,0,2010,54418,2022,56701
Hancock,stgh,off_camps_ed,2021,0,2010,54418,2021,56192
Hancock,stgh,ped_ed,2021,0,2020,55478,2022,56701
Hancock,stgh,ped_ed,2021,0,2020,55478,2021,56192
Hancock,stgh,ped_ed,2021,0,2010,54418,2022,56701
Hancock,stgh,ped_ed,2021,0,2010,54418,2021,56192
Hancock,stgh,cert_tram_ctr,2021,0,2020,55478,2022,56701
Hancock,stgh,cert_tram_ctr,2021,0,2020,55478,2021,56192
Hancock,stgh,cert_tram_ctr,2021,0,2010,54418,2022,56701
Hancock,stgh,cert_tram_ctr,2021,0,2010,54418,2021,56192
Hancock,stgh,comn_hlth_eductn,2021,3,2020,55478,2022,56701
Hancock,stgh,comn_hlth_eductn,2021,3,2020,55478,2021,56192
Hancock,stgh,comn_hlth_eductn,2021,3,2010,54418,2022,56701
Hancock,stgh,comn_hlth_eductn,2021,3,2010,54418,2021,56192
Hancock,stgh,oncolgy_svc,2021,2,2020,55478,2022,56701
Hancock,stgh,oncolgy_svc,2021,2,2020,55478,2021,56192
Hancock,stgh,oncolgy_svc,2021,2,2010,54418,2022,56701
Hancock,stgh,oncolgy_svc,2021,2,2010,54418,2021,56192
Hancock,stgh,prim_care_deprtmnt,2021,3,2020,55478,2022,56701
Hancock,stgh,prim_care_deprtmnt,2021,3,2020,55478,2021,56192
Hancock,stgh,prim_care_deprtmnt,2021,3,2010,54418,2022,56701
Hancock,stgh,prim_care_deprtmnt,2021,3,2010,54418,2021,56192
Hancock,stgh,psych_conslttn_lisn_svc,2021,3,2020,55478,2022,56701
Hancock,stgh,psych_conslttn_lisn_svc,2021,3,2020,55478,2021,56192
Hancock,stgh,psych_conslttn_lisn_svc,2021,3,2010,54418,2022,56701
Hancock,stgh,psych_conslttn_lisn_svc,2021,3,2010,54418,2021,56192
Hancock,stnglth,psych_conslt_svc,2021,0,2020,55478,2022,56701
Hancock,stnglth,psych_conslt_svc,2021,0,2020,55478,2021,56192
Hancock,stnglth,psych_conslt_svc,2021,0,2010,54418,2022,56701
Hancock,stnglth,psych_conslt_svc,2021,0,2010,54418,2021,56192
Hancock,stgh,psych_ped_care_svc,2021,0,2020,55478,2022,56701
Hancock,stgh,psych_ped_care_svc,2021,0,2020,55478,2021,56192
Hancock,stgh,psych_ped_care_svc,2021,0,2010,54418,2022,56701
Hancock,stgh,psych_ped_care_svc,2021,0,2010,54418,2021,56192
Hancock,stgh,psych_gertrc_svc,2021,0,2020,55478,2022,56701
Hancock,stgh,psych_gertrc_svc,2021,0,2020,55478,2021,56192
Hancock,stgh,psych_gertrc_svc,2021,0,2010,54418,2022,56701
Hancock,stgh,psych_gertrc_svc,2021,0,2010,54418,2021,56192
Hancock,stgh,psych_eductnl_svc,2021,0,2020,55478,2022,56701
Hancock,stgh,psych_eductnl_svc,2021,0,2020,55478,2021,56192
Hancock,stgh,psych_eductnl_svc,2021,0,2010,54418,2022,56701
Hancock,stgh,psych_eductnl_svc,2021,0,2010,54418,2021,56192
Hancock,stgh,psych_outpt_svc,2021,3,2020,55478,2022,56701
Hancock,stgh,psych_outpt_svc,2021,3,2020,55478,2021,56192
Hancock,stgh,psych_outpt_svc,2021,3,2010,54418,2022,56701
Hancock,stgh,psych_outpt_svc,2021,3,2010,54418,2021,56192
Hancock,stgh,psych_intensv_outpt_svc,2021,0,2020,55478,2022,56701
Hancock,stgh,psych_intensv_outpt_svc,2021,0,2020,55478,2021,56192
Hancock,stgh,psych_intensv_outpt_svc,2021,0,2010,54418,2022,56701
Hancock,stgh,psych_intensv_outpt_svc,2021,0,2010,54418,2021,56192
Hancock,sth,socl_comn_psych_svc,2021,0,2020,55478,2022,56701
Hancock,sth,socl_comn_psych_svc,2021,0,2020,55478,2021,56192
Hancock,sth,socl_comn_psych_svc,2021,0,2010,54418,2022,56701
Hancock,sth,socl_comn_psych_svc,2021,0,2010,54418,2021,56192
Hancock,sth,natal_postprtm_psych_svc,2021,0,2020,55478,2022,56701
Hancock,sth,natal_postprtm_psych_svc,2021,0,2020,55478,2021,56192
Hancock,sth,natal_postprtm_psych_svc,2021,0,2010,54418,2022,56701
Hancock,sth,natal_postprtm_psych_svc,2021,0,2010,54418,2021,56192
Hancock,stgh,psych_php_adult,2021,0,2020,55478,2022,56701
Hancock,stgh,psych_php_adult,2021,0,2020,55478,2021,56192
Hancock,stgh,psych_php_adult,2021,0,2010,54418,2022,56701
Hancock,stgh,psych_php_adult,2021,0,2010,54418,2021,56192
Hancock,stgh,psych_php_ped,2021,0,2020,55478,2022,56701
Hancock,stgh,psych_php_ped,2021,0,2020,55478,2021,56192
Hancock,stgh,psych_php_ped,2021,0,2010,54418,2022,56701
Hancock,stgh,psych_php_ped,2021,0,2010,54418,2021,56192
Hancock,stgh,psych_rsdntl_tx_adult,2021,0,2020,55478,2022,56701
Hancock,stgh,psych_rsdntl_tx_adult,2021,0,2020,55478,2021,56192
Hancock,stgh,psych_rsdntl_tx_adult,2021,0,2010,54418,2022,56701
Hancock,stgh,psych_rsdntl_tx_adult,2021,0,2010,54418,2021,56192
Hancock,stgh,psych_rsdntl_tx_ped,2021,0,2020,55478,2022,56701
Hancock,stgh,psych_rsdntl_tx_ped,2021,0,2020,55478,2021,56192
Hancock,stgh,psych_rsdntl_tx_ped,2021,0,2010,54418,2022,56701
Hancock,stgh,psych_rsdntl_tx_ped,2021,0,2010,54418,2021,56192
Hancock,stgh,rural_hlth_clincs,2021,1,2020,55478,2022,56701
Hancock,stgh,rural_hlth_clincs,2021,1,2020,55478,2021,56192
Hancock,stgh,rural_hlth_clincs,2021,1,2010,54418,2022,56701
Hancock,stgh,rural_hlth_clincs,2021,1,2010,54418,2021,56192
Hancock,stgh,psych_care,2021,0,2020,55478,2022,56701
Hancock,stgh,psych_care,2021,0,2020,55478,2021,56192
Hancock,stgh,psych_care,2021,0,2010,54418,2022,56701
Hancock,stgh,psych_care,2021,0,2010,54418,2021,56192
Hancock,stgh,substnc_use_inpat_care,2021,0,2020,55478,2022,56701
Hancock,stgh,substnc_use_inpat_care,2021,0,2020,55478,2021,56192
Hancock,stgh,substnc_use_inpat_care,2021,0,2010,54418,2022,56701
Hancock,stgh,substnc_use_inpat_care,2021,0,2010,54418,2021,56192
Hancock,stgh,substnc_use_ped_svc,2021,0,2020,55478,2022,56701
Hancock,stgh,substnc_use_ped_svc,2021,0,2020,55478,2021,56192
Hancock,stgh,substnc_use_ped_svc,2021,0,2010,54418,2022,56701
Hancock,stgh,substnc_use_ped_svc,2021,0,2010,54418,2021,56192
Hancock,stgh,substnc_use_outpt_svc,2021,1,2020,55478,2022,56701
Hancock,stgh,substnc_use_outpt_svc,2021,1,2020,55478,2021,56192
Hancock,stgh,substnc_use_outpt_svc,2021,1,2010,54418,2022,56701
Hancock,stgh,substnc_use_outpt_svc,2021,1,2010,54418,2021,56192
Hancock,stgh,substnc_use_php,2021,0,2020,55478,2022,56701
Hancock,stgh,substnc_use_php,2021,0,2020,55478,2021,56192
Hancock,stgh,substnc_use_php,2021,0,2010,54418,2022,56701
Hancock,stgh,substnc_use_php,2021,0,2010,54418,2021,56192
Hancock,sth,med_assistd_opid_tx,2021,3,2020,55478,2022,56701
Hancock,sth,med_assistd_opid_tx,2021,3,2020,55478,2021,56192
